qseqid	sseqid	evalue	identity	coverage	kingdom	phylum	class	order	family	genus	species
GL06306	Rhizopogon_graveolens_f._pomaceus|AJ810037|SH221081.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_graveolens_f._pomaceus	0	0.992167102	0.896955504	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_graveolens_f._pomaceus
GL06051	Rhizopogon_guzmanii|AF377130|SH221101.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_guzmanii	0	0.981818182	0.895348837	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_guzmanii
GL09844	Rhizopogon_hawkerae|KC306757|SH221093.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_hawkerae	0	0.991803279	0.892682927	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_hawkerae
GL06254	Rhizopogon_kretzerae|AF442136|SH221095.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_kretzerae	0	0.972772277	0.943925234	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_kretzerae
GL12809	Rhizopogon_luteolus|AF062936|SH183758.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_luteolus	7.81E-119	1	0.900383142	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_luteolus
GL05123	Rhizopogon_mohelnensis|AJ810039|SH221092.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_mohelnensis	0	0.981578947	0.896226415	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_mohelnensis
GL06999	Rhizopogon_mohelnensis|AJ810039|SH221092.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_mohelnensis	4.85E-155	0.97515528	0.865591398	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_mohelnensis
GL13333	Rhizopogon_mohelnensis|AJ810039|SH221092.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_mohelnensis	1.95E-107	0.990950226	0.85	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_mohelnensis
GL04991	Rhizopogon_occidentalis|AF062939|SH183755.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_occidentalis	0	0.994949495	0.938388626	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_occidentalis
GL12308	Rhizopogon_pseudoroseolus|AJ810042|SH221091.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_pseudoroseolus	2.93E-105	0.986363636	0.839694656	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_pseudoroseolus
ITS_OTUa_2030	Rhizopogon_pseudoroseolus|AJ810042|SH221091.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_pseudoroseolus	9.11E-111	0.995515695	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_pseudoroseolus
GL06623	Rhizopogon_roseolus|AJ810047|SH221090.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_roseolus	0	0.979112272	0.899061033	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_roseolus
ITS_OTUa_27768	Rhizopogon_roseolus|AJ810047|SH221090.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_roseolus	1.25E-102	0.97706422	0.986425339	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_roseolus
GL10238	Rhizopogon_rudus|AF377107|SH133725.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_rudus	0	0.987012987	0.943627451	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_rudus
GL10262	Rhizopogon_rudus|AF377107|SH133725.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_rudus	0	0.98961039	0.943627451	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_rudus
GL10301	Rhizopogon_rudus|AF377107|SH133725.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_rudus	2.41E-171	0.991176471	0.94972067	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_rudus
GL04727	Rhizopogon_salebrosus|AF351874|SH221080.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_salebrosus	0	0.991735537	0.848130841	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_salebrosus
GL06305	Rhizopogon_salebrosus|AF351874|SH221080.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_salebrosus	0	0.989130435	0.859813084	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_salebrosus
GL04649	Rhizopogon_verii|AM085531|SH183754.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_verii	0	0.99270073	0.929864253	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_verii
ITS_OTUa_826	Rhizopogon_villosulus|KC306753|SH221086.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_villosulus	4.60E-108	0.995412844	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_villosulus
GL05600	Scleroderma_albidum|KJ676521|SH179810.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_albidum	0	0.997206704	0.901763224	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_albidum
ITS_OTUa_2377	Scleroderma_albidum|KJ676521|SH179810.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_albidum	4.85E-88	0.989071038	0.953125	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_albidum
ITS_OTUa_32827	Scleroderma_albidum|KJ676521|SH179810.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_albidum	2.48E-85	0.978142077	0.963157895	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_albidum
ITS_OTUa_4836	Scleroderma_albidum|KJ676521|SH179810.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_albidum	9.25E-91	0.989473684	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_albidum
ITS_OTUa_52659	Scleroderma_albidum|KJ676521|SH179810.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_albidum	3.96E-89	0.994535519	0.958115183	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_albidum
ITS_OTUa_9444	Scleroderma_albidum|KJ676521|SH179810.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_albidum	4.85E-88	0.989189189	0.963541667	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_albidum
GL07742	Scleroderma_areolatum|EU718116|SH028797.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_areolatum	0	0.989417989	0.928746929	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_areolatum
GL08303	Scleroderma_areolatum|EU784407|SH182459.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_areolatum	0	0.986338798	0.875598086	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_areolatum
ITS_OTUa_440	Scleroderma_areolatum|EU718116|SH028797.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_areolatum	8.75E-78	0.976608187	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_areolatum
ITS_OTUa_63719	Scleroderma_areolatum|EU718116|SH028797.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_areolatum	2.49E-78	0.976470588	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_areolatum
ITS_OTUa_67706	Scleroderma_areolatum|EU718116|SH028797.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_areolatum	2.49E-78	0.976470588	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_areolatum
ITS_OTUa_67830	Scleroderma_areolatum|EU718116|SH028797.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_areolatum	2.49E-78	0.976470588	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_areolatum
ITS_OTUa_7909	Scleroderma_areolatum|EU718116|SH028797.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_areolatum	4.81E-81	0.988235294	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_areolatum
ITS_OTUa_79168	Scleroderma_areolatum|EU718116|SH028797.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_areolatum	2.49E-78	0.976470588	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_areolatum
GL07251	Scleroderma_bovista|FM213340|SH186874.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_bovista	0	0.984168865	0.898104265	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_bovista
GL10010	Scleroderma_dictyosporum|FJ840442|SH179207.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_dictyosporum	5.55E-180	0.986376022	0.924433249	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_dictyosporum
GL10662	Scleroderma_duckei|KX792086|SH526976.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_duckei	3.02E-164	0.982352941	0.869565217	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_duckei
GL11828	Scleroderma_duckei|KX792086|SH526976.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_duckei	0	0.994413408	0.890547264	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_duckei
GL21371	Scleroderma_sinnamariense|FM213356|SH221448.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_sinnamariense	5.66E-167	0.988095238	0.884210526	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_sinnamariense
GL34818	Scleroderma_suthepense|JX205215|SH245815.07FU|refs_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_suthepense	2.14E-80	0.988304094	0.814285714	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_suthepense
GL05527	Scleroderma_verrucosum|FM213354|SH182460.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_verrucosum	0	0.992021277	0.895238095	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_verrucosum
GL05724	Scleroderma_verrucosum|FM213354|SH182460.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_verrucosum	0	0.978723404	0.897374702	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_verrucosum
ITS_OTUa_19737	Austropaxillus_infundibuliformis|KP242150|SH179252.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Serpulaceae;g__Austropaxillus;s__Austropaxillus_infundibuliformis	8.91E-60	0.984732824	0.63592233	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Austropaxillus	Austropaxillus_infundibuliformis
ITS_OTUa_34395	Austropaxillus_infundibuliformis|GU187499|SH003430.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Serpulaceae;g__Austropaxillus;s__Austropaxillus_infundibuliformis	1.38E-95	1	0.897196262	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Austropaxillus	Austropaxillus_infundibuliformis
GL18850	Austropaxillus_squarrosus|JX316224|SH179248.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Serpulaceae;g__Austropaxillus;s__Austropaxillus_squarrosus	2.14E-172	0.994134897	0.885714286	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Austropaxillus	Austropaxillus_squarrosus
GL16373	Austropaxillus_statuum|JX316435|SH179250.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Serpulaceae;g__Austropaxillus;s__Austropaxillus_statuum	0	0.991758242	0.930946292	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Austropaxillus	Austropaxillus_statuum
GL13093	Gymnopaxillus_morchelliformis|KY462624|SH489081.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Serpulaceae;g__Gymnopaxillus;s__Gymnopaxillus_morchelliformis	1.36E-155	0.978328173	0.887362637	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Gymnopaxillus	Gymnopaxillus_morchelliformis
GL14698	Gymnopaxillus_morchelliformis|KY462624|SH489081.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Serpulaceae;g__Gymnopaxillus;s__Gymnopaxillus_morchelliformis	4.50E-155	0.993485342	0.884726225	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Gymnopaxillus	Gymnopaxillus_morchelliformis
GL23120	Serpula_himantioides|AJ557335|SH196843.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Serpulaceae;g__Serpula;s__Serpula_himantioides	1.08E-169	0.994047619	0.893617021	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Serpula	Serpula_himantioides
GL23830	Serpula_himantioides|AM076515|SH196842.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Serpulaceae;g__Serpula;s__Serpula_himantioides	5.22E-161	0.976119403	0.893333333	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Serpula	Serpula_himantioides
GL24143	Serpula_himantioides|KT006673|SH196844.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Serpulaceae;g__Serpula;s__Serpula_himantioides	3.51E-163	0.982035928	0.893048128	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Serpula	Serpula_himantioides
GL08274	Suillus_americanus|UDB017900|SH079550.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_americanus	0	0.991869919	0.89346247	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_americanus
GL05992	Suillus_bovinus|UDB015816|SH212565.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_bovinus	0	0.989276139	0.894484412	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_bovinus
GL08935	Suillus_cavipes|L54105|SH176762.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_cavipes	0	0.984375	0.927536232	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_cavipes
GL06365	Suillus_cothurnatus|L54092|SH176755.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_cothurnatus	2.08E-172	0.980169972	0.938829787	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_cothurnatus
GL08101	Suillus_granulatus|GU134503|SH176745.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_granulatus	0	0.991891892	0.893719807	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_granulatus
GL08849	Suillus_granulatus|GU134503|SH176745.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_granulatus	0	0.994594595	0.893719807	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_granulatus
ITS_OTUa_17487	Suillus_granulatus|GU134503|SH176745.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_granulatus	3.32E-103	1	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_granulatus
GL08954	Suillus_grevillei|UDB018839|SH176747.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_grevillei	2.47E-178	0.975675676	0.893719807	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_grevillei
ITS_OTUa_73067	Suillus_grevillei|UDB018839|SH176747.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_grevillei	4.92E-101	0.995169082	1.004854369	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_grevillei
ITS_OTUa_880	Suillus_grevillei|UDB018839|SH176747.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_grevillei	9.00E-98	0.980769231	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_grevillei
ITS_OTUa_144	Suillus_lakei|DQ367917|SH214587.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_lakei	9.55E-104	1	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_lakei
GL06480	Suillus_luteus|UDB011435|SH079549.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_luteus	0	0.991891892	0.891566265	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_luteus
ITS_OTUa_26101	Suillus_luteus|UDB011435|SH079549.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_luteus	7.34E-99	0.990147783	0.980676329	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_luteus
GL09600	Suillus_placidus|AB284443|SH176758.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_placidus	6.64E-166	1	0.877384196	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_placidus
GL06246	Suillus_variegatus|UDB015800|SH176741.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_variegatus	1.67E-180	0.978494624	0.894230769	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_variegatus
GL07542	Suillus_variegatus|UDB015800|SH176741.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_variegatus	1.26E-116	0.979508197	0.862190813	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_variegatus
GL08958	Suillus_variegatus|UDB015800|SH176741.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_variegatus	8.61E-178	0.975675676	0.893719807	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_variegatus
GL08995	Suillus_variegatus|UDB015800|SH176741.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_variegatus	0	0.986413043	0.893203883	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_variegatus
GL23506	Botryobasidium_candicans|UDB016409|SH096474.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Botryobasidiaceae;g__Botryobasidium;s__Botryobasidium_candicans	6.15E-26	1	0.212624585	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	Botryobasidium_candicans
GL12698	Botryobasidium_subcoronatum|EU118607|SH179802.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Botryobasidiaceae;g__Botryobasidium;s__Botryobasidium_subcoronatum	5.21E-174	0.985875706	0.889447236	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	Botryobasidium_subcoronatum
ITS_OTUa_6379	Botryobasidium_subcoronatum|EU118607|SH179802.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Botryobasidiaceae;g__Botryobasidium;s__Botryobasidium_subcoronatum	2.23E-92	0.984536082	1	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	Botryobasidium_subcoronatum
GL01408	Cantharellus_cibarius|DQ200926|SH181064.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellaceae;g__Cantharellus;s__Cantharellus_cibarius	1.56E-167	0.996969697	0.899182561	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus_cibarius
GL03357	Cantharellus_guyanensis|JQ915106|SH217091.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellaceae;g__Cantharellus;s__Cantharellus_guyanensis	1.29E-168	0.996969697	0.894308943	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus_guyanensis
GL19548	Cantharellus_minor|HQ270119|SH480156.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellaceae;g__Cantharellus;s__Cantharellus_minor	2.78E-133	0.975352113	0.694376528	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus_minor
GL21679	Cantharellus_paucifurcatus|KF981369|SH471616.07FU|refs_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellaceae;g__Cantharellus;s__Cantharellus_paucifurcatus	0	0.994791667	0.95049505	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus_paucifurcatus
