"text_entry","spec","spore_type","measure_orig","Dim1","Dim2","Dim3"
"chlamydospores or sclerotia, or stain Sabouraud agar brown. The colonies are moist to slimy in contrast to the similar Acremonium sclerotigenum (Moreau & V. Moreau ex Valenta) W. Gams 1971, which has whitish densely floccose colonies; particularly on lupin stems the latter produces hyaline, globose sclerotia, 15-50(-90) µm","Sarocladium strictum_475271_13831","chlamydospores","15-50(-90)",50,NA,NA
"Chlamydospores terminal or intercalary, light to dark brown, one-or two-celled, subglobose, oblong, bacilliform, or reniform, solitary or in short chains, 6-21 x 4-12 µm.","Endophoma elongata_475474_47683","Chlamydospores","6-21 x 4-12",13.5,8,NA
"Chlamydospores intercalary in hyphae, golobose to subglobose, sometimes ellipsoid, smooth, hyaline, 5.7-13.5 µm.","Nectria berberidicola_476205_47716","Chlamydospores","5.7-13.5",9.6,NA,NA
"Chlamydospores or swollen hyphae present. Chlamydospores intercalary in hyphae or rarely terminal, golobose to subglobose, sometimes ellipsoid, smooth, hyaline, 15-20 µm.","Nectria magnispora_476207_47720","Chlamydospores","15-20",17.5,NA,NA
"Chlamydospores intercalary in hyphae or rarely terminal, golobose to subglobose, sometimes ellipsoid, smooth, hyaline, 15-20 µm.","Nectria magnispora_476207_47720","Chlamydospores","15-20",17.5,NA,NA
"Chlamydospores or swollen hyphae rarely present. Chlamydospores intercalary in hypae or rarely terminal, globose to subglobose, sometimes ellipsoid, smooth, hyaline, 12-18 µm.","Nectria mariae_476209_47722","Chlamydospores","12-18",15,NA,NA
"Chlamydospores intercalary in hypae or rarely terminal, globose to subglobose, sometimes ellipsoid, smooth, hyaline, 12-18 µm.","Nectria mariae_476209_47722","Chlamydospores","12-18",15,NA,NA
"Chlamydospores intercalary, globose to subglobose, rare, smooth, 7-14 µm.","Pleonectria ilicicola_476225_47734","Chlamydospores","7-14",10.5,NA,NA
"Chlamydospores intercalary, globose to subglobose, rare, smooth, 7-10 µm.","Pleonectria quercicola_476227_47737","Chlamydospores","7-10",8.5,NA,NA
"Chlamydospores in intercalary in hyphae, globose to subglobose, very rare, smooth, 7-10 µm.","Pleonectria virens_476235_47748","Chlamydospores","7-10",8.5,NA,NA
"Chlamydospores (12-)13-17.5(-20.5)x (7.3-) 8.5-10.5(-11.5) µm,","Asterophora salvaterrensis_476267_54766","Chlamydospores","(12-)13-17.5(-20.5)x (7.3-) 8.5-10.5(-11.5)",15.25,9.5,NA
"chlamydospores is similarly excluded), enclosing contents which are granular and with small and large, refractive droplets. Cystidia not seen. Pileipellis a cutis, consisting of parallel, cylindrical hyphae, 1.5-10 µm","Asterophora salvaterrensis_476267_54766","chlamydospores","1.5-10",5.75,NA,NA
"Chlamydospores rarely produced, globose or subglobose, about 4 µm","Rasamsonia byssochlamydoides_476480_7984","Chlamydospores","4",4,NA,NA
"Chlamydospores rarely produced, globose or subglobose, about 4 µm","Rasamsonia byssochlamydoides_476480_7985","Chlamydospores","4",4,NA,NA
"Chlamydospores are rarely produced, globose or subglobose, about 4 µm","Rasamsonia byssochlamydoides_476480_48049","Chlamydospores","4",4,NA,NA
"Chlamydospores (aleuroconidia) ovoid, smooth, formed singly, terminal, hyaline when young, becoming black when mature (8.5-) 10.9-13.9 (-16.5) x (6.3-) 8-11 (-16.3) µm.","Ceratocystis corymbiicola_476617_48471","Chlamydospores","(8.5-) 10.9-13.9 (-16.5) x (6.3-) 8-11 (-16.3)",12.4,9.5,NA
"Chlamydospores present, terminal or intercalary, subglobose to ellipsoidal, thickwalled (up to 2 µm),","Calvatia versipora_443627_964","Chlamydospores","2",2,NA,NA
"chlamydospores scattered at 14 days, numerous within 3-4 weeks, developing as vesicular intercalary cells or more often as apical enlargements of hyphal branches, 8-20 µm","Basidioradulum crustosum_450513_40545","chlamydospores","8-20",14,NA,NA
"chlamydospores and azygospores; sporangiophores smooth, erect or ascending, 6-14 µm","Rhizopus microsporus var. azygosporus_445881_237","chlamydospores","6-14",10,NA,NA
"chlamydospores fairly numerous in some isoïates, rare or apparently lacking in others, terminal and intercalary, witli walls slightly thickened, 6.0-15.0 x 4.5-7.5 µm.","Schizophyllum alneus_448039_771","chlamydospores","6.0-15.0 x 4.5-7.5",10.5,6,NA
"Chlamydospores cylindrical to doliform, 8-16 x 4-8(-12) µm,","Schizophyllum alneus_448039_1795","Chlamydospores","8-16 x 4-8(-12)",12,8,NA
"Chlamydospores observed on submerged hyphae, intercalary, subglobose, 12-14 µm","Cucurbitaria australis_447538_23948","Chlamydospores","12-14",13,NA,NA
"Chlamydospores observed, mostly measuring 4.5-6 x 4-4.5 µm","Geaster fenestratus_470749_36613","Chlamydospores","4.5-6 x 4-4.5",5.25,4.25,NA
"Chlamydospores with a diameter of 4.5-7 x 3.5-5 µm","Geaster pseudolimbatus_465245_36624","Chlamydospores","4.5-7 x 3.5-5",5.75,4.25,NA
"Chlamydospores pluricellular, produced on aerial hyphae or agar surface, intercalary, globose to subglobose, smooth, pale brown at maturity, 21-48 x 21-41.5 µm,","Hirsutella proturicola_468278_34627","Chlamydospores","21-48 x 21-41.5",34.5,31.25,NA
"Chlamydospores scattered, terminal and intercalary, subglobose, (4.2-)6.0-9.0(-12.0) µm.","Trichoderma yunnanense_454880_42036","Chlamydospores","(4.2-)6.0-9.0(-12.0)",7.5,NA,NA
"Chlamydospores globose to cylindrical, 5-29-4-8 µm","Harposporium multisporum_466416_20329","Chlamydospores","5-29-4-8",16.5,NA,NA
"Chlamydospores not seen; giant cells abundant, 40-60 µm","Mycocladus corymbifer_454049_13935","Chlamydospores","40-60",50,NA,NA
"chlamydospores not seen; sucker-type mycelium present in great abundance in the substrate, thin-walled, very twisted and with short blunt branches from 1.5-4.5 µm","Siepmannia zychae_456288_25918","chlamydospores","1.5-4.5",3,NA,NA
"Chlamydospores usually sparse, oval to globose, 8-11 x 8-12 µm.","Fusarium udum_11082_14899","Chlamydospores","8-11 x 8-12",9.5,10,NA
"chlamydospores not seen; sucker-type mycelium present in great abundance in the substrate, thin-walled, very twisted and with short blunt branches from 1.5-4.5 µm","Siepmannia zychae_457568_25918","chlamydospores","1.5-4.5",3,NA,NA
"Chlamydospores ellipsoid to oblong, 12-18-4-7 µm.","Taiwanofungus salmoneus_459542_41210","Chlamydospores","12-18-4-7",11,NA,NA
"Chlamydospores ellipsoid to oblong, 12-18-4-7 µm.","Antrodia salmonea_458724_41210","Chlamydospores","12-18-4-7",11,NA,NA
"Chlamydospores 10-15 x 5-8 µm,","Antarctomyces psychrotrophicus_462205_61076","Chlamydospores","10-15 x 5-8",12.5,6.5,NA
"chlamydospores fairly numerous, with walls slightly thickened, terminal and intercalary, 12.0-19.5 x 7.5-13.5 µm.","Merisma sulphureum_461585_434","chlamydospores","12.0-19.5 x 7.5-13.5",15.75,10.5,NA
"chlamydospores numerous with walls slightly thickened, terminal and intercalary, 5.1-11.0 x 4.9-7.3 µm.","Merisma sulphureum_461585_7325","chlamydospores","5.1-11.0 x 4.9-7.3",8.05,6.1,NA
"chlamydospores 20-32 x 14-22 µm,","Microporus rhinocerotis_462028_5776","chlamydospores","20-32 x 14-22",26,18,NA
"chlamydospores 20-32 x 14-22 µm,","Scindalma rhinocerotis_462031_5776","chlamydospores","20-32 x 14-22",26,18,NA
"chlamydospores 20-32 x 14-22 µm,","Polystictus rhinocerotis_462029_5776","chlamydospores","20-32 x 14-22",26,18,NA
"chlamydospores 20-32 x 14-22 µm,","Lignosus rhinocerotis_462030_5776","chlamydospores","20-32 x 14-22",26,18,NA
"chlamydospores few to abundant, with walls slightly thickened, terminal or intercalary 10.5-22.0 x 9.0-16.5 µm.","Cladodendron frondosum_461970_728","chlamydospores","10.5-22.0 x 9.0-16.5",16.25,12.75,NA
"(c)chlamydospores numerous, hyaline, thick-walled, smooth, terminal and intercalary, amyloid, cyanophilous, 7.5-12.0 x 3.5-8.0 µm","Fomitopsis rubida_461550_4489","(c)chlamydospores","7.5-12.0 x 3.5-8.0",9.75,5.75,NA
"chlamydospores numerous, terminal as well as intercalary, 7.3-13.5 x 3.6-8.5 µm.","Fomitopsis rubida_461550_7318","chlamydospores","7.3-13.5 x 3.6-8.5",10.4,6.05,NA
"chlamydospores terminal or intercalary, with medium hyaline walls, subglobose, obovate, or oblong, 11-16.5 x 6.5-13 µm","Fibroporia angulopora_462600_41032","chlamydospores","11-16.5 x 6.5-13",13.75,9.75,NA
"chlamydospores terminal or intercalary, with medium hyaline walls, subglobose, obovate, or oblong, 11-16.5 x 6.5-13 µm","Oligoporus anguloporus_462602_41032","chlamydospores","11-16.5 x 6.5-13",13.75,9.75,NA
"chlamydospores terminal or intercalary, with medium hyaline walls, subglobose, obovate, or oblong, 11-16.5 x 6.5-13 µm","Postia angulopora_462601_41032","chlamydospores","11-16.5 x 6.5-13",13.75,9.75,NA
"Chlamydospores subglobose-citriform, 12-16 x 10-14 µm,","Phlebia longicystidiata_462034_38949","Chlamydospores","12-16 x 10-14",14,12,NA
"Chlamydospores in multitude in the type specimen, formed in the end of vertical hyphae in the hymenium; at first rounded, claviform or fusiform and finally loosening, then rounded or angular, thick-walled, with one or more oildrops; young chlamydospores grey in Melzer; mature ones 12-15 x 7-10 µm.","Phlebia longicystidiata_462034_45007","Chlamydospores","12-15 x 7-10",13.5,8.5,NA
"chlamydospores grey in Melzer; mature ones 12-15 x 7-10 µm.","Phlebia longicystidiata_462034_45007","chlamydospores","12-15 x 7-10",13.5,8.5,NA
"chlamydospores of Gloeocystidiellum porosum, which, however, are dark brown. Basidia narrowly clavate, 20-30 x 5-6 µm,","Phlebia longicystidiata_462034_45007","chlamydospores","20-30 x 5-6",25,5.5,NA
"Chlamydospores with a diameter of 4.5-7 x 3.5-5 µm","Geastrum pseudolimbatum_466847_36624","Chlamydospores","4.5-7 x 3.5-5",5.75,4.25,NA
"chlamydospores like bodies numerous, terminal or intercalary, hyaline to brown, slightly thick-walled, 6.0-22.0 x 3.6-8.5 µm.","Trametes circinata_463830_7328","chlamydospores","6.0-22.0 x 3.6-8.5",14,6.05,NA
"Chlamydospores developed on the surface of the imperfect fruitbodies making these in parts pruinose, 1-4 celled, 5-20 x 3-6 µm,","Phaeoporus nidus-pici_469317_26832","Chlamydospores","5-20 x 3-6",12.5,4.5,NA
"chlamydospores globuleuses á  légèrement piriformes, subhyalines á  jaune clair quand elles ne sont pas encore développées, á  brun foncé á  maturité. D'un diamètre de (8-) 10-12 (-13,5) µm,","Phaeoporus rickii_469320_5267","chlamydospores","(8-) 10-12 (-13,5)",11,NA,NA
"chlamydospores décrites plus haut nous semblent ne provenir que des protubérances latérales, celles-ci semblent être le résultat de protubérances intercalaires, ou terminales des hyphes conidifères qui, après cloisonnement, se désagrègent en chlamydospores telles des arthroconidies. A maturité, ces chlamydospores ont une paroi d'environ 2,5 µm","Phaeoporus rickii_469320_5267","chlamydospores","2,5",2.5,NA,NA
"chlamydospores telles des arthroconidies. A maturité, ces chlamydospores ont une paroi d'environ 2,5 µm","Phaeoporus rickii_469320_5267","chlamydospores","2,5",2.5,NA,NA
"chlamydospores ont une paroi d'environ 2,5 µm","Phaeoporus rickii_469320_5267","chlamydospores","2,5",2.5,NA,NA
"chlamydospores (sub)globuleuses de 8-13 µm","Phaeoporus rickii_469320_5267","chlamydospores","8-13",10.5,NA,NA
"chlamydospores avec un ou deux appendices hyphoides. Le contexte compact est également zoné, mais plus clair que celui d' A 1085. Le carpophore est presqu'entièrement recouvert d'une légère couche d'un beige clair (nouvelle poussée d'hyphes après la récolte ? ), composée d'hyphes hyalines á  subhyalines, de 4-5 µm","Phaeoporus rickii_469320_5267","chlamydospores","4-5",4.5,NA,NA
"Chlamydospores formed from cells of macroconidia, subglobose, 6-11-6-8 µm;","Gibberella buxi_472476_45250","Chlamydospores","6-11-6-8",8.5,NA,NA
"chlamydospores (Fig. 3b-c); crumbly context of mature basidiomata monomitic, exclusively consisting of masses of chlamydospores (Fig. 4c-e). Chlamydospores present in all tissues except the crust layer, somewhat variable in size and shape with regard to tissue; in the dissepiments and tube trama (8-)9-12x7-9 µm,","Ganoderma carocalcareum_473542_60417","chlamydospores","(8-)9-12x7-9",9,8,NA
"chlamydospores (Fig. 4c-e). Chlamydospores present in all tissues except the crust layer, somewhat variable in size and shape with regard to tissue; in the dissepiments and tube trama (8-)9-12x7-9 µm,","Ganoderma carocalcareum_473542_60417","chlamydospores","(8-)9-12x7-9",9,8,NA
"Chlamydospores present in all tissues except the crust layer, somewhat variable in size and shape with regard to tissue; in the dissepiments and tube trama (8-)9-12x7-9 µm,","Ganoderma carocalcareum_473542_60417","Chlamydospores","(8-)9-12x7-9",9,8,NA
"Chlamydospores observed on submerged hyphae, intercalary, subglobose, 12-14 µm","Sphaeria australis_474001_23948","Chlamydospores","12-14",13,NA,NA
"Chlamydospores found only in F1554, rare, terminal and intercalary, thin-walled, 9.0-13.5 x 6.0-9.0 µm).","Lentinus brumalis_478883_715","Chlamydospores","9.0-13.5 x 6.0-9.0",11.25,7.5,NA
"chlamydospores rare, intercalary or terminal, slightly thick-walled, 3.6-18.3 x 2.5-9.8 µm.","Lentinus brumalis_478883_7295","chlamydospores","3.6-18.3 x 2.5-9.8",10.95,6.15,NA
"chlamydospores rare or apparently lacking, intercalary and terminal, thin-walled, 9.0-13. 5 x 6.0-7.5 µm.","Lentinus arcularius_478807_710","chlamydospores","9.0-13. 5 x 6.0-7.5",11.25,6.75,NA
"Chlamydospores develop in culture, catenate, intercalary or terminal, initially hyaline and becoming brown to dark brown with maturity, subglobose to ellipsoidal, thick-walled, smooth. Mycelium with rod shaped, septate, erect hyphae, up to 60 µm","Pseudomonodictys tectonae_550160_74841","Chlamydospores","60",60,NA,NA
"(chlamydospores and the hyphae that produce them), persist for one to two years and are eventually overgrown by the host tissue (wood and bark); imperfect stages are nodular, cone-shaped, sulcate, rimose, chocolate, teak to dark brown (6F3-5), projecting up to 20 cm and 15 cm wide. The chlamydospores are colorless at first and become rusty brown; they are thick-walled, sometimes unicellular but often bi-cellular, rarely with 3-4 cells, 4-12 (16 in literature) x 3-4.5 (-5) µm","Sanghuangporus pilatii_556179_74675","(chlamydospores",") x 3-4.5 (-5)",NA,4.5,NA
"chlamydospores are colorless at first and become rusty brown; they are thick-walled, sometimes unicellular but often bi-cellular, rarely with 3-4 cells, 4-12 (16 in literature) x 3-4.5 (-5) µm","Sanghuangporus pilatii_556179_74675","chlamydospores",") x 3-4.5 (-5)",NA,4.5,NA
"Chlamydospores formed intercalarily within assimilative hyphae after 3 days, mostly subspherical to elongate ellipsoidal, rarely barrel-shaped, 33-50 x 22-35µm.","Conidiobolus dabieshanensis_560102_75542","Chlamydospores","33-50 x 22-35",41.5,28.5,NA
"Chlamydospores globose to subglobose, 9-14-7-14 µm,","Ilyonectria europaea_476706_48632","Chlamydospores","9-14-7-14",10.5,NA,NA
"Chlamydospores globose to subglobose to ellipsoidal, 8-14-6-10 µm,","Ilyonectria panacis_476723_48665","Chlamydospores","8-14-6-10",10,NA,NA
"Chlamydospores rarely observed, globose to subglobose to cylindrical, 9-13-7-11 µm,","Ilyonectria lusitanica_476724_48643","Chlamydospores","9-13-7-11",10,NA,NA
"Chlamydospores globose to subglobose to ellipsoid, 9-18-8-14 µm,","Ilyonectria pseudodestructans_476725_48667","Chlamydospores","9-18-8-14",13,NA,NA
"Chlamydospores globose to subglobose to ellipsoid, 9-18-6-13 µm,","Ilyonectria vitis_476726_48676","Chlamydospores","9-18-6-13",12,NA,NA
"Chlamydospores globose to subglobose to ellipsoid, 8-14 x 7-12 µm,","Ilyonectria anthuriicola_476727_75550","Chlamydospores","8-14 x 7-12",11,9.5,NA
"Chlamydospores globose to subglobose to cylindrical, 7-15-6-10 µm,","Ilyonectria crassa_476728_48610","Chlamydospores","7-15-6-10",10.5,NA,NA
"Chlamydospores globose to subglobose, 10-18-10-16 µm,","Ilyonectria cyclaminicola_476730_48629","Chlamydospores","10-18-10-16",14,NA,NA
"Chlamydospores globose to subglobose to ellipsoidal, 8-14-7-12 µm,","Ilyonectria gamsii_476731_48636","Chlamydospores","8-14-7-12",10.5,NA,NA
"Chlamydospores globose to subglobose, 7-14-6-13 µm,","Ilyonectria robusta_476732_48669","Chlamydospores","7-14-6-13",10,NA,NA
"Chlamydospores globose to subglobose, 6-14-5-12 µm,","Ilyonectria liliigena_476733_48640","Chlamydospores","6-14-5-12",9.5,NA,NA
"Chlamydospores globose to subglobose, 8-16-7-15 µm,","Ilyonectria mors-panacis_476734_48648","Chlamydospores","8-16-7-15",11.5,NA,NA
"Chlamydospores globose to subglobose to cylindrical, 7-12-6-9 µm,","Ilyonectria rufa_476735_48671","Chlamydospores","7-12-6-9",9,NA,NA
"Chlamydospores ovoid to ellipsoidal, 6-13-5-7 µm,","Ilyonectria venezuelensis_476736_48674","Chlamydospores","6-13-5-7",9,NA,NA
"chlamydospores were not observed. It is a homothallic species, oogonia, circa 26-33 µm,","Phytophthora ×serendipita_480628_57926","chlamydospores","26-33",29.5,NA,NA
"chlamydospores fairly numerous in some isoïates, rare or apparently lacking in others, terminal and intercalary, witli walls slightly thickened, 6.0-15.0 x 4.5-7.5 µm.","Scaphophorum agaricoides_469714_771","chlamydospores","6.0-15.0 x 4.5-7.5",10.5,6,NA
"Chlamydospores cylindrical to doliform, 8-16 x 4-8(-12) µm,","Scaphophorum agaricoides_469714_1795","Chlamydospores","8-16 x 4-8(-12)",12,8,NA
"Chlamydospores intercalary, lateral or terminal, borne singly or in chains of 2-4 cells, mostly globose to subglobose, brown, thick-walled, 6-16-6-8 µm.","Leptodiscella brevicatenata_476690_48569","Chlamydospores","6-16-6-8",11,NA,NA
"Chlamydospores formed abundantly in hyphae and in conidia, mostly subglobose, intercalary or terminal, mostly single, rarely in chains, hyaline to pale-yellow, smooth to rough-walled, 6.5-17.5-5-13.5 µm.","Fusarium crassistipitatum_477002_49162","Chlamydospores","6.5-17.5-5-13.5",11.25,NA,NA
