"taxon","simplified_disease","simplified_disease_1","simplified_disease_2"
"Macrosporium iridicola","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Phyllachora cerradensis","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Pseudocercospora embeliicola","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Pseudocercospora lecythidacearum","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Botryosphaeria protearum","leaf spot/lesions, stem cankers; branch, plant death","leaf_spots lesions stem_cankers _branch plant_death","leaf_spots leaf_lesions"
"Fusicoccum protearum","leaf spot/lesions, stem cankers; branch, plant death","leaf_spots lesions stem_cankers _branch plant_death","leaf_spots leaf_lesions"
"Neofusicoccum protearum","leaf spot/lesions, stem cankers; branch, plant death","leaf_spots lesions stem_cankers _branch plant_death","leaf_spots leaf_lesions"
"Pseudocercospora arecacearum","leaf spots,lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Guignardia mangiferae","leaf spot, lesions; frequently isolated as a non-pathogenic endophyte","leaf_spots lesions _frequently_isolated_as_a_non-pathogenic_endophyte","leaf_spots leaf_lesions endophyte"
"Macrophoma theicola","leaf spot, lesions; frequently isolated as a non-pathogenic endophyte","leaf_spots lesions _frequently_isolated_as_a_non-pathogenic_endophyte","leaf_spots leaf_lesions endophyte"
"Phyllosticta anacardiacearum","leaf spot, lesions; frequently isolated as a non-pathogenic endophyte","leaf_spots lesions _frequently_isolated_as_a_non-pathogenic_endophyte","leaf_spots leaf_lesions endophyte"
"Phyllosticta capitalensis","leaf spot, lesions; frequently isolated as a non-pathogenic endophyte","leaf_spots lesions _frequently_isolated_as_a_non-pathogenic_endophyte","leaf_spots leaf_lesions endophyte"
"Phyllosticta ophiopogonis","leaf spot, lesions; frequently isolated as a non-pathogenic endophyte","leaf_spots lesions _frequently_isolated_as_a_non-pathogenic_endophyte","leaf_spots leaf_lesions endophyte"
"Phyllosticta theacearum","leaf spot, lesions; frequently isolated as a non-pathogenic endophyte","leaf_spots lesions _frequently_isolated_as_a_non-pathogenic_endophyte","leaf_spots leaf_lesions endophyte"
"Phyllostictina mangiferae","leaf spot, lesions; frequently isolated as a non-pathogenic endophyte","leaf_spots lesions _frequently_isolated_as_a_non-pathogenic_endophyte","leaf_spots leaf_lesions endophyte"
"Phyllostictina theicola","leaf spot, lesions; frequently isolated as a non-pathogenic endophyte","leaf_spots lesions _frequently_isolated_as_a_non-pathogenic_endophyte","leaf_spots leaf_lesions endophyte"
"Pilidiella tibouchinae","leaf spot/lesions, leaf distortion, necrosis, dieback","leaf_spots lesions leaf_distortion necrosis dieback","leaf_spots leaf_lesions leaf_blister dieback"
"Didymella exitialis","leaf spot; leaf scorch","leaf_spots _leaf_scorch","leaf_spots leaf_scorch"
"Mycosphaerella exitialis","leaf spot; leaf scorch","leaf_spots _leaf_scorch","leaf_spots leaf_scorch"
"Sphaerella exitialis","leaf spot; leaf scorch","leaf_spots _leaf_scorch","leaf_spots leaf_scorch"
"Ramularia bellunensis","leaf spot/lesions, bud disease","leaf_spots lesions bud_disease","leaf_spots lesions"
"Calonectria rumohrae","leaf spot, petiole lesions","leaf_spots petiole_lesions","leaf_spots petiole_lesions"
"Drechslera biseptata","leaf spot; also saprobic","leaf_spots _also_saprobic","leaf_spots saprobe"
"Dinemasporium graminum var. strigosulum","leaf spots but primarily saprobic","leaf_spots_but_primarily_saprobic","leaf_spots saprobe"
"Discosia artocreas","weak leaf spot pathogen,saprobe","weak_leaf_spots_pathogen saprobe","leaf_spots saprobe"
"Sphaerella artocreas","weak leaf spot pathogen,saprobe","weak_leaf_spots_pathogen saprobe","leaf_spots saprobe"
"Sphaeria artocreas","weak leaf spot pathogen,saprobe","weak_leaf_spots_pathogen saprobe","leaf_spots saprobe"
"Piricauda chartarum","from pithomyces chartarum - usually saprobic: may cause leaf spot,discoloration","from_pithomyces_chartarum_-_usually_saprobic:_may_cause_leaf_spots discoloration","leaf_spots saprobic"
"Pithomyces chartarum","from pithomyces chartarum - usually saprobic: may cause leaf spot,discoloration","from_pithomyces_chartarum_-_usually_saprobic:_may_cause_leaf_spots discoloration","leaf_spots saprobic"
"Pseudopithomyces chartarum","from pithomyces chartarum - usually saprobic: may cause leaf spot,discoloration","from_pithomyces_chartarum_-_usually_saprobic:_may_cause_leaf_spots discoloration","leaf_spots saprobic"
"Sporidesmium bakeri var. maydicum","from pithomyces chartarum - usually saprobic: may cause leaf spot,discoloration","from_pithomyces_chartarum_-_usually_saprobic:_may_cause_leaf_spots discoloration","leaf_spots saprobic"
"Sporidesmium chartarum","from pithomyces chartarum - usually saprobic: may cause leaf spot,discoloration","from_pithomyces_chartarum_-_usually_saprobic:_may_cause_leaf_spots discoloration","leaf_spots saprobic"
"Cladosporium perangustum","leaf spot, usually saprobic","leaf_spots usually_saprobic","leaf_spots saprobic"
"Brachysporium biseptatum","leaf spot; also saprobic","leaf_spots _also_saprobic","leaf_spots saprobic"
"Helminthosporium biseptatum","leaf spot; also saprobic","leaf_spots _also_saprobic","leaf_spots saprobic"
"Marielliottia biseptata","leaf spot; also saprobic","leaf_spots _also_saprobic","leaf_spots saprobic"
"Neodeightonia palmicola","leaf spot; also saprobic","leaf_spots _also_saprobic","leaf_spots saprobic"
"Pyrenophora biseptata","leaf spot; also saprobic","leaf_spots _also_saprobic","leaf_spots saprobic"
"Colletotrichum hemerocallidis","leaf spot; saprobic,pathogenic","leaf_spots _saprobic pathogenic","leaf_spots saprobic"
"Phaeosphaeria papayae","leaf spot or scab","leaf_spots_or_scab","leaf_spots scab"
"Sphaceloma heliciae","leaf spot/scab","leaf_spots scab","leaf_spots scab"
"Alternaria zinniae","leaf,petal spot, seed abnormality","leaf_spots petal_spot seed_abnormality","leaf_spots spots"
"Cercospora canescens","leaf,stem spot","leaf_spots stem_spot","leaf_spots spots"
"Cercosporiopsis canescens","leaf,stem spot","leaf_spots stem_spot","leaf_spots spots"
"Fusarium agapanthi","leaf,stem spot","leaf_spots stem_spot","leaf_spots spots"
"Alternaria bataticola","leaf,stem spot/lesions","leaf_spots stem_spot lesions","leaf_spots spots leaf_lesions stem_lesions"
"Calonectria hurae","leaf spot, stem lesions","leaf_spots stem_lesions","leaf_spots stem_lesions"
"Cercosporella hurae","leaf spot, stem lesions","leaf_spots stem_lesions","leaf_spots stem_lesions"
"Cylindrocladiopsis hurae","leaf spot, stem lesions","leaf_spots stem_lesions","leaf_spots stem_lesions"
"Cylindrocladiopsis lagerstroemiae","leaf spot, stem lesions","leaf_spots stem_lesions","leaf_spots stem_lesions"
"Cylindrocladium heptaseptatum","leaf spot, stem lesions","leaf_spots stem_lesions","leaf_spots stem_lesions"
"Cylindrocladium hurae","leaf spot, stem lesions","leaf_spots stem_lesions","leaf_spots stem_lesions"
"Phyllosticta clematidis","leaf spots, stem lesions.  opportunistic parasite","leaf_spots stem_lesions.__opportunistic_parasite","leaf_spots stem_lesions"
"Acremonium strictum","leaf spot, wilt","leaf_spots wilt","leaf_spots wilts"
"Sarocladium strictum","leaf spot, wilt","leaf_spots wilt","leaf_spots wilts"
"Ovularia rufibasis","lesions,spots","lesions spots","lesions spots"
"Phacellium rufibasis","lesions,spots","lesions spots","lesions spots"
"Ramularia rufibasis","lesions,spots","lesions spots","lesions spots"
"Anthostomella steinheilii","lesions/tar spot","lesions tar_spot","lesions spots"
"Phaeochora steinheilii","lesions/tar spot","lesions tar_spot","lesions spots"
"Sphaeria steinheilii","lesions/tar spot","lesions tar_spot","lesions spots"
"Sphaerodothis steinheilii","lesions/tar spot","lesions tar_spot","lesions spots"
"Drechslera dematioidea","leaf mold, necrotic spots","leaf_mold necrotic_spots","molds spots"
"Helminthosporium dematioideum","leaf mold, necrotic spots","leaf_mold necrotic_spots","molds spots"
"Marielliottia dematioidea","leaf mold, necrotic spots","leaf_mold necrotic_spots","molds spots"
"Ramularia mali","post-harvest rot of fruit in cold storage, leaf spot","post-harvest_rot_of_fruit_in_cold_storage leaf_spots","post_harvest_disease leaf_spots"
"Anthostomella pullulans","saprobic; also causing post harvest fruit rot,coalescing red rotting spots on stems","saprobic _also_causing_post_harvest_fruit_rot coalescing_red_rotting_spots_on_stems","post_harvest_disease spots saprobic"
"Aureobasidium pullulans","saprobic; also causing post harvest fruit rot,coalescing red rotting spots on stems","saprobic _also_causing_post_harvest_fruit_rot coalescing_red_rotting_spots_on_stems","post_harvest_disease spots saprobic"
"Aureobasidium pullulans var. lini","saprobic; also causing post harvest fruit rot,coalescing red rotting spots on stems","saprobic _also_causing_post_harvest_fruit_rot coalescing_red_rotting_spots_on_stems","post_harvest_disease spots saprobic"
"Aureobasidium pullulans var. namibiae","saprobic; also causing post harvest fruit rot,coalescing red rotting spots on stems","saprobic _also_causing_post_harvest_fruit_rot coalescing_red_rotting_spots_on_stems","post_harvest_disease spots saprobic"
"Aureobasidium pullulans var. pullulans","saprobic; also causing post harvest fruit rot,coalescing red rotting spots on stems","saprobic _also_causing_post_harvest_fruit_rot coalescing_red_rotting_spots_on_stems","post_harvest_disease spots saprobic"
"Aureobasidium pullulans var. subglaciale","saprobic; also causing post harvest fruit rot,coalescing red rotting spots on stems","saprobic _also_causing_post_harvest_fruit_rot coalescing_red_rotting_spots_on_stems","post_harvest_disease spots saprobic"
"Dematium pullulans","saprobic; also causing post harvest fruit rot,coalescing red rotting spots on stems","saprobic _also_causing_post_harvest_fruit_rot coalescing_red_rotting_spots_on_stems","post_harvest_disease spots saprobic"
"Pullularia pullulans","saprobic; also causing post harvest fruit rot,coalescing red rotting spots on stems","saprobic _also_causing_post_harvest_fruit_rot coalescing_red_rotting_spots_on_stems","post_harvest_disease spots saprobic"
"Pullularia pullulans var. lini","saprobic; also causing post harvest fruit rot,coalescing red rotting spots on stems","saprobic _also_causing_post_harvest_fruit_rot coalescing_red_rotting_spots_on_stems","post_harvest_disease spots saprobic"
"Cercospora persica","frosty mildew, leaf spot","frosty_mildew leaf_spots","frosty_mildews leaf_spots"
"Cercospora persicae","frosty mildew, leaf spot","frosty_mildew leaf_spots","frosty_mildews leaf_spots"
"Cercosporella chaenomelis","frosty mildew, leaf spot","frosty_mildew leaf_spots","frosty_mildews leaf_spots"
"Cercosporella persica","frosty mildew, leaf spot","frosty_mildew leaf_spots","frosty_mildews leaf_spots"
"Cercosporella persicae","frosty mildew, leaf spot","frosty_mildew leaf_spots","frosty_mildews leaf_spots"
"Clasterosporium persicae","frosty mildew, leaf spot","frosty_mildew leaf_spots","frosty_mildews leaf_spots"
"Clasterosporium persicum","frosty mildew, leaf spot","frosty_mildew leaf_spots","frosty_mildews leaf_spots"
"Fusarium persicae","frosty mildew, leaf spot","frosty_mildew leaf_spots","frosty_mildews leaf_spots"
"Fusarium persicum","frosty mildew, leaf spot","frosty_mildew leaf_spots","frosty_mildews leaf_spots"
"Miuraea persicae","frosty mildew, leaf spot","frosty_mildew leaf_spots","frosty_mildews leaf_spots"
"Pseudocercosporella chaenomelis","frosty mildew, leaf spot","frosty_mildew leaf_spots","frosty_mildews leaf_spots"
"Elsinoë protearum","sphaceloma (elsinoã«) scab disease, leaf spot, shepherd's crook","sphaceloma_(elsinoã«)_scab_disease leaf_spots shepherd's_crook","scab leaf_spots"
"Fusicladium nashicola","scab, leaf spot/lesions","scab leaf_spots lesions","scab leaf_spots leaf_lesions"
"Didymosphaeria inaequalis","scab or black spot","scab_or_black_spot","scab spots"
"Endostigme inaequalis","scab or black spot","scab_or_black_spot","scab spots"
"Fusicladium pomi","scab or black spot","scab_or_black_spot","scab spots"
"Sphaerella inaequalis","scab or black spot","scab_or_black_spot","scab spots"
"Spilocaea pomi","scab or black spot","scab_or_black_spot","scab spots"
"Spilosticta inaequalis","scab or black spot","scab_or_black_spot","scab spots"
"Venturia inaequalis","scab or black spot","scab_or_black_spot","scab spots"
"Calonectria nivalis","snow mold, leaf spot","snow_mold leaf_spots","snow_mold leaf_spots"
"Griphosphaeria nivalis","snow mold, leaf spot","snow_mold leaf_spots","snow_mold leaf_spots"
"Micronectriella nivalis","snow mold, leaf spot","snow_mold leaf_spots","snow_mold leaf_spots"
"Monographella nivalis","snow mold, leaf spot","snow_mold leaf_spots","snow_mold leaf_spots"
"Monographella nivalis var. nivalis","snow mold, leaf spot","snow_mold leaf_spots","snow_mold leaf_spots"
"Cercospora coffeicola","brown eye spot of coffee","brown_eye_spot_of_coffee","spots"
"Phomopsis mauritiana","brown spot","brown_spot","spots"
"Septoria glycines","brown spot of soybean; defoliation.  transmitted by seed","brown_spot_of_soybean _defoliation.__transmitted_by_seed","spots"
"Cercospora longipes","brown spot of sugarcane","brown_spot_of_sugarcane","spots"
"Botrytis fabiopsis","chocolate spot","chocolate_spot","spots"
"Guignardia citricarpa","citrus black spot","citrus_black_spot","spots"
"Phoma citricarpa","citrus black spot","citrus_black_spot","spots"
"Phyllosticta citricarpa","citrus black spot","citrus_black_spot","spots"
"Phyllostictina citricarpa","citrus black spot","citrus_black_spot","spots"
"Pseudocercospora opuntiae","cladode spot","cladode_spot","spots"
"Cladosporium polygonati","diffuse discolorations or with dark spots","diffuse_discolorations_or_with_dark_spots","spots"
"Cercosporella herpotrichoides","eye spot","eye_spot","spots"
"Helgardia acuformis","eye spot","eye_spot","spots"
"Helgardia anguioides","eye spot","eye_spot","spots"
"Helgardia herpotrichoides","eye spot","eye_spot","spots"
"Pseudocercosporella anguioides","eye spot","eye_spot","spots"
"Pseudocercosporella herpotrichoides","eye spot","eye_spot","spots"
"Pseudocercosporella herpotrichoides var. acuformis","eye spot","eye_spot","spots"
"Ramulispora acuformis","eye spot","eye_spot","spots"
"Ramulispora anguioides","eye spot","eye_spot","spots"
"Pseudoseptoria donacis","eye spot, halo spot, stem speckle","eye_spot halo_spot stem_speckle","spots"
"Selenophoma donacis","eye spot, halo spot, stem speckle","eye_spot halo_spot stem_speckle","spots"
"Selenophoma donacis var. stomaticola","eye spot, halo spot, stem speckle","eye_spot halo_spot stem_speckle","spots"
"Septoria donacis","eye spot, halo spot, stem speckle","eye_spot halo_spot stem_speckle","spots"
"Cercospora citri-grisea","greasy spot of citrus","greasy_spot_of_citrus","spots"
"Mycosphaerella citri","greasy spot of citrus","greasy_spot_of_citrus","spots"
"Stenella citri-grisea","greasy spot of citrus","greasy_spot_of_citrus","spots"
"Zasmidium citri","greasy spot of citrus","greasy_spot_of_citrus","spots"
"Ascochyta bohemica","leaf, stem, flower spot","leaf_spots stem_spot flower_spot","spots"
"Stagonospora bohemica","leaf, stem, flower spot","leaf_spots stem_spot flower_spot","spots"
"Stagonosporopsis bohemica","leaf, stem, flower spot","leaf_spots stem_spot flower_spot","spots"
"Austropleospora osteospermi","necrotic spots on leaves,stems","necrotic_spots_on_leaves stems","spots"
"Dothidea brassicae","ring spot","ring_spot","spots"
"Mycosphaerella brassicicola","ring spot","ring_spot","spots"
"Sphaerella brassicicola","ring spot","ring_spot","spots"
"Sphaeria brassicaecola","ring spot","ring_spot","spots"
"Sphaeria brassicicola","ring spot","ring_spot","spots"
"Cladosporium phyllogenum","small to moderately large blackish specles or patches","small_to_moderately_large_blackish_specles_or_patches","spots"
"Cladosporium varians","small to moderately large blackish specles or patches","small_to_moderately_large_blackish_specles_or_patches","spots"
"Fusarium musae","spotting","spotting","spots"
"Gibberella musae","spotting","spotting","spots"
"Setomelanomma holmii","spotting","spotting","spots"
"Phyllosticta stomaticola","stem speckle; halo spot of barley","stem_speckle _halo_spot_of_barley","spots"
"Pseudoseptoria stomaticola","stem speckle; halo spot of barley","stem_speckle _halo_spot_of_barley","spots"
"Phyllosticta ephedricola","stem spots","stem_spots","spots"
"Phyllachora musicola","tar spot of banana, black cross diseae","tar_spot_of_banana black_cross_diseae","spots"
